name,Biography,last_name,creator image,location,latitude,longitude,roles,jobTitle,affiliation,location_name,iteration,sequence,year,title,body_y,references,makers
Laura Bonetta,"Laura Bonetta leads the BioInteractive program at the Howard Hughes Medical Institute (HHMI) and is an adjunct biology professor at Howard Community College in Maryland. Dr. Bonetta joined HHMI after working more than 20 years in scientific communication. After conducting research in cancer genetics, she joined the editorial team of _Nature_ magazine. She then worked as a science writer and managing editor for a wide range of print and online science journals including _Nature_, _Nature Medicine_, _Nature Genetics_, _Science_, _Cell_, _Alzforum_, and various NIH publications and websites.",Bonetta,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/laura-bonetta/image.jpg,,,,['maker'],,,"Chevy Chase, MD, USA",,,,,,,
Laura Kurgan,N/A,Kurgan,N/A,,,,['maker'],,,,19,7,2023,Mapping the New Politics of Care,"Authors: Laura Kurgan, Gregg Gonsalves, Dare Brawley, Jia Zhang, Suzan Iloglu,Thomas Thornhill, Adeline Chum, 

Link to Macroscope: <https://newpoliticsofcare.net/>

Abstract: 

Mapping the New Politics of Care displayed the effects of COVID-19 in the United States layering a wide range of social, economic, and environmental conditions on two interactive maps utilizing multiple vulnerability indexes. 

The first map, titled Community Health Workers, asked viewers to imagine what would happen if one million community workers were allocated across the USA by comparing four indexes of vulnerability alongside COVID-19 data. A user can toggle between multiple vulnerabilities for the distribution of the workers, specific to each county. Making decisions like this responsibly requires confronting and addressing not just the virus but also the inequalities and vulnerabilities that propelled the pandemic.

All people in the USA were granted the right to have access to free, safe, and effective COVID-19 vaccines over multiple federal distribution phases. But due to the limited doses available, the majority of states followed the Center for Disease Control’s recommendations to prioritize health-care personnel and long-term care facility residents in receiving the first vaccines. 

The second map titled, Vaccine Allocation, focused on this first distribution, Phase 1A of the federal program and compared how each state could have distributed 22 million doses of vaccine more equitably. Users can compare Phase 1A allocation vs allocation to vulnerable populations county by county, in each state. Prioritizing vulnerability could have mitigated health inequities and protected communities that were more likely to have the first and most concentrated COVID-19 outbreaks.

The vulnerabilities made visible in both maps predated the pandemic and created the conditions for the virus to flourish. Both maps display the acute inequalities embedded in the social and political landscape of the USA. This pandemic is not simply biological. It is a symptom of an illness in our body politic. As COVID-19 roared across the country, it followed the fault lines of social vulnerability.","Gonsalves, Gregg, and Amy Kapczynski. 2020. “The New Politics of Care.” Boston Review, April 26, 2020. http://bostonreview.net/politics/gregg-gonsalves-amy-kapczynski-new-politics-care.

Centers for Disease Control and Prevention, “COVID-19 Vaccine Distribution Allocations by Jurisdiction - Pfizer,” 2020, https://data.cdc.gov/Vaccinations/COVID-19-Vaccine-Distribution-Allocations-by-Juris/saz5-9hgg.

Centers for Disease Control and Prevention, “COVID-19 Vaccine Distribution Allocations by Jurisdiction - Moderna,” 2020, https://data.cdc.gov/Vaccinations/COVID-19-Vaccine-Distribution-Allocations-by-Juris/b7pe-5nws.

Centers for Disease Control and Prevention. 2020. “COVID-19 Hospitalization and Death by Age.” February 11, 2020. https://www.cdc.gov/coronavirus/2019-ncov/COVID-data/investigations-discovery/hospitalization-death-by-age.html.

Centers for Disease Control and Prevention, “CDC Social Vulnerability Index (SVI),” September 4, 2020, https://www.atsdr.cdc.gov/placeandhealth/svi/index.html.

Centers for Disease Control and Prevention. 2020. “Coronavirus Disease 2019 (COVID-19) 2020 Interim Case Definition, Approved August 5, 2020.” https://wwwn.cdc.gov/nndss/conditions/coronavirus-disease-2019-COVID-19/case-definition/2020/08/05/.

Centers for Medicare and Medicaid Services, “Nursing homes including rehab services, Provider Information,” 2020, https://data.cms.gov/provider-data/dataset/4pq5-n9py.

Centers for Medicare and Medicaid Services. 2020. “State Medicaid and CHIP Applications, Eligibility Determinations, and Enrollment Data, Centers for Medicare and Medicaid Services.” https://data.medicaid.gov/Enrollment/State-Medicaid-and-CHIP-Applications-Eligibility-D/n5ce-jxme.

Departamento de Salud. 2019. “Informe Anual de Estadísticas Vitales: Defunciones, años 2015 y 2016.” http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Estadisticas%20Vitales/Informe%20Anual%20Estad%C3%ADsticas%20Vitales%20Defunciones%202015-2016.pdf.

New York Times. 2020. “Coronavirus (COVID-19) Data in the United States.” https://github.com/nytimes/COVID-19-data.

Remington, Patrick L., Bridget B. Catlin, and Keith P. Gennuso. 2015. “The County Health Rankings: Rationale and Methods.” Population Health Metrics 13 (1): 11. https://doi.org/10.1186/s12963-015-0044-2.

University of Wisconsin Population Health Institute and Robert Wood Johnson Foundation. 2020. “2020 County Health Rankings National Data.” https://www.countyhealthrankings.org/explore-health-rankings/rankings-data-documentation.

US Bureau of Labor Statistics. 2020. “Local Area Unemployment Statistics.” https://www.bls.gov/lau/laufaq.htm#Q01.

US Census Bureau, “American Community Survey 5-Year Data (2015–2019),” 2020, https://www.census.gov/data/developers/data-sets/acs-5year.html.

US Census Bureau, “2018 County Business Patterns,” 2020, https://www.census.gov/programs-surveys/cbp.html.

US Census Bureau. 2020. “Puerto Rico Municipios Population Totals: 2010–2019.” https://www.census.gov/data/tables/time-series/demo/popest/2010s-total-puerto-rico-municipios.html.

US Census Bureau. 2019. “American Community Survey 5-Year Data (2014–2018).” https://www.census.gov/data/developers/data-sets/acs-5year.html.

US Bureau of Labor Statistics. 2020. “Labor Force Data by County, Not Seasonally Adjusted, Latest 14 Months.” https://www.bls.gov/web/metro/laucntycur14.txt.",laura-kurgan/readme; gregg-gonsalves/readme; dare-brawley/readme; jia-zhang/readme; suzan-iloglu/readme; thomas-thornhill/readme; adeline-chum/readme
Laura Pence,"Laura Pence holds an MA in library science from the Department of Information and Library Science, School of Informatics and Computing at Indiana University. After working as a print and web designer at PenceLdesign, she became the director of creative strategy at the Indiana University School of Journalism in 2012.",Pence,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/laura-pence/image.jpg,,,,['maker'],,,"Bloomington, IN, USA",,,,,,,
Lei Shi,N/A,Shi,N/A,,,,['maker'],,,,20,7,2023,GeneticFlow: Exploring Scholar Impact with Visualization,"<!--StartFragment-->

Macroscope Link: <https://genetic-flow.com/>

GeneticFlow, our Macroscope, is intricately designed for the academic user groups at large, e.g., researchers, educators, decision-makers, or even fresh students in universities and research institutions. The tool meets an important need of academic researchers on the in-depth analysis and interpretation of scholars' impact, streamlining tasks such as scientific career analysis, academic award selection, and tenure evaluation. For junior students, it also opens a door for visually understanding the career path and biography of prestigious scientists, e.g., Turing award winners and Nobel prize laureates. Now we focus on several areas inside the computer science discipline, including AI, database, graphics, visualization, etc., but we may extend the coverage to more disciplines in near future (e.g., physics, material). 

The GeneticFlow tool mainly utilizes the comprehensive dataset provided by Microsoft Academic Graph, which encompasses an almost full coverage of academic data including papers, authors, citations, and topics, till 2021.10. At its core, the GeneticFlow tool designed a self-citation graph to visualize the evolution of a scholar’s research innovations, as well as their external impact. Cutting edge algorithms, including advisor-advisee detection, extend-type citation classification, embedding-based topic generation, and graph neural networks are employed in our tool for both effective visualization and downstream inference tasks. More details can be found in our KDD 2023, VIS 2023, and NeuroIPS 2023 papers. 

The visualization design employs a time-dependent hierarchical graph representation, further augmented with appropriate color mapping, interactive trend charts, and a topical map view, providing multidimensional insights into temporal and thematic aspects of a scholar's research contribution and impact. Through extensive case studies and quantitative evaluations, we find that the GeneticFlow visualization can highlight the key success of top-ranked scholars. It also predicts high-level award recipients (e.g., ACM fellows), with significantly better performance than classical impact indicators such as h-index, i-10 index, and citation networks.

<!--EndFragment-->","<!--StartFragment-->

Yuankai Luo, Lei Shi\*, Mufan Xu, Yuwen Ji, Fengli Xiao, Chunming Hu, Zhiguang Shan\*,“Impact-Oriented Contextual Scholar Profiling using Self-Citation Graphs”, KDD, 2023.

<!--EndFragment-->; <!--StartFragment-->

Fengli Xiao and Lei Shi*, “GeneticFlow: Exploring Scholar Impact with Interactive Visualization ”, IEEE VIS (short paper), 2023.

<!--EndFragment-->; <!--StartFragment-->

Yuankai Luo, Veronika Thost\*, and Lei Shi\*, “Transformers over Directed Acyclic Graphs”, NeurIPS, 2023.

<!--EndFragment-->",fengli-xiao/readme; ye-sun/readme; yuankai-luo/readme; lei-xia/readme; weize-wu/readme; chunming-hu/readme; lei-shi/readme
Lei Xia,N/A,Xia,N/A,,,,['maker'],,,,20,7,2023,GeneticFlow: Exploring Scholar Impact with Visualization,"<!--StartFragment-->

Macroscope Link: <https://genetic-flow.com/>

GeneticFlow, our Macroscope, is intricately designed for the academic user groups at large, e.g., researchers, educators, decision-makers, or even fresh students in universities and research institutions. The tool meets an important need of academic researchers on the in-depth analysis and interpretation of scholars' impact, streamlining tasks such as scientific career analysis, academic award selection, and tenure evaluation. For junior students, it also opens a door for visually understanding the career path and biography of prestigious scientists, e.g., Turing award winners and Nobel prize laureates. Now we focus on several areas inside the computer science discipline, including AI, database, graphics, visualization, etc., but we may extend the coverage to more disciplines in near future (e.g., physics, material). 

The GeneticFlow tool mainly utilizes the comprehensive dataset provided by Microsoft Academic Graph, which encompasses an almost full coverage of academic data including papers, authors, citations, and topics, till 2021.10. At its core, the GeneticFlow tool designed a self-citation graph to visualize the evolution of a scholar’s research innovations, as well as their external impact. Cutting edge algorithms, including advisor-advisee detection, extend-type citation classification, embedding-based topic generation, and graph neural networks are employed in our tool for both effective visualization and downstream inference tasks. More details can be found in our KDD 2023, VIS 2023, and NeuroIPS 2023 papers. 

The visualization design employs a time-dependent hierarchical graph representation, further augmented with appropriate color mapping, interactive trend charts, and a topical map view, providing multidimensional insights into temporal and thematic aspects of a scholar's research contribution and impact. Through extensive case studies and quantitative evaluations, we find that the GeneticFlow visualization can highlight the key success of top-ranked scholars. It also predicts high-level award recipients (e.g., ACM fellows), with significantly better performance than classical impact indicators such as h-index, i-10 index, and citation networks.

<!--EndFragment-->","<!--StartFragment-->

Yuankai Luo, Lei Shi\*, Mufan Xu, Yuwen Ji, Fengli Xiao, Chunming Hu, Zhiguang Shan\*,“Impact-Oriented Contextual Scholar Profiling using Self-Citation Graphs”, KDD, 2023.

<!--EndFragment-->; <!--StartFragment-->

Fengli Xiao and Lei Shi*, “GeneticFlow: Exploring Scholar Impact with Interactive Visualization ”, IEEE VIS (short paper), 2023.

<!--EndFragment-->; <!--StartFragment-->

Yuankai Luo, Veronika Thost\*, and Lei Shi\*, “Transformers over Directed Acyclic Graphs”, NeurIPS, 2023.

<!--EndFragment-->",fengli-xiao/readme; ye-sun/readme; yuankai-luo/readme; lei-xia/readme; weize-wu/readme; chunming-hu/readme; lei-shi/readme
Lev Manovich,"Lev Manovich is professor at the City University of New York (CUNY) Graduate Center and author of several books on digital culture, including the recent Software Takes Command (Bloomsbury Academic, 2013). In 2007, Manovich founded the Software Studies Initiative in order to develop a new paradigm of Cultural Analytics through data analysis and interactive visualization of patterns and trends in media and visual cultures.",Manovich,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/lev-manovich/image.jpg,"{""type"":""Point"",""coordinates"":[-73.97720929016275,40.7389346026017]}",,,"['maker', 'ambassador', 'advisory_board']","Professor, The Graduate Center; Director, Software Studies Initiative",City University of New York,"New York, NY, USA",,,,,,,
Li Yao,"Li Yao leads work at the intersection of science, visual communication and education as a science visualization specialist. She combines her research experiences, design expertise, and passion for telling engaging and accurate stories to help people create innovative solutions. Yao also actively participates in the user experience (UX) design community and loves exploring UX strategies that support an efficient and collaborative digital product design process. Li received an MS in genetics, genomics, and development from Cornell University, an MA in medical and biological illustrations from The Johns Hopkins University, and an MPS in UX design from Maryland Institute College of Art.
",Yao,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/li-yao/image.jpg,,,,['maker'],,,,,,,,,,
Lindsey Poulter,"Lindsey Poulter is a New York City-based data visualization designer and developer. She is passionate about transforming complex data into captivating visual stories and finding innovative new ways to display information. Lindsey’s recognition includes the World Data Visualization Prize, the Information is Beautiful Business Analytics Gold, and Tableau Zen Master.
",Poulter,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/lindsey-poulter/lindsey_poulter.png,,,,['maker'],,,"New York, NY, USA",20,11,2022,How Do We Compare?,"<!--StartFragment-->
Macroscope Link: <https://lindseypoulter.com/wdvp/>

This interactive dashboard encourages users to focus on one area – a country, region, or income level – and see how it compares to its counterparts across a wide range of metrics. It provides multiple ways to interact and explore – the user can search for a country of interest, use the shuffle button to randomly select a focus, or change the selection via tooltips. For best experience, view on a large screen. Recognition: Winner of the World Data Viz Prize

<!--EndFragment-->","<!--StartFragment-->

The main dataset and metric selection were sourced from [WDVP](https://docs.google.com/spreadsheets/d/1_xdns_UCtRNH9TWcxKYKa_HydlkZxbqCCYRfdxhUNpg/edit#gid=0). The right-hand side of this visualization details the original source of the data. Region and income level classifications originate from the World Bank, via [Gapminder](https://docs.google.com/spreadsheets/d/1qHalit8sXC0R8oVXibc2wa2gY7bkwGzOybEMTWp-08o/edit#gid=501532268).

<!--EndFragment-->",lindsey-poulter/readme
Lisa Kershner,"Lisa Kershner is a graphic designer at the College of Information Science and Technology, Drexel University.
",Kershner,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/lisa-kershner/image.jpg,,,,['maker'],,,"Philadelphia, PA, USA",,,,,,,
Lisel Record,"Lisel has been with CNS since 2013, working originally with the Places & Spaces: Mapping Science exhibit and other outreach efforts. With nearly 15 years of curatorial experience at a variety of nonprofit and public institutions, she has extensive experience in the planning and implementation of outreach activities in places of informal science learning. As Associate Director, Lisel manages Center projects, proposal development, and strategic planning efforts as well as directing outreach activities and working with Center collaborators. 

When she's not dragging her family to museums, you can find Lisel in her garden growing vegetables.",Record,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/lisel-record/image.jpg,"{""type"":""Point"",""coordinates"":[-86.51239096685244,39.17539877656838]}",,,"['team', 'co-curator']",Associate Director of the Cyberinfrastructure for Network Science Center,Indiana University - Bloomington,"Bloomington, IN, USA",,,,,,,
Liuhuaying Yang,"Liuhuaying Yang is a data visualization researcher and faculty member at the Complexity Science Hub. Specializing in design and front-end development of interactive data visualizations, she has worked with the Massachusetts Bay Transportation Agency, the MIT Senseable City Lab and SMART Future Mobility in Singapore as a data visualization specialist, and SPH Lianhe Zaobao in Singapore as a data visualization designer for interactive data journalism projects. Her work was awarded the first prize in the 2019 TRB Innovations in Transit Performance Measurement Challenge and recently won first place in the interactive category of the World Dataviz Prize 2023.",Yang,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/liuhuaying-yang/liuhuaying_yang.webp,,,,['maker'],,,"Vienna, Austria",20,3,2022,FOUR SEASONS: How Has the World Progressed in Recent Years?,"<!--StartFragment-->

Macroscope Link: <http://www.go4trees.com/four-seasons/>

This interactive dashboard, created for the World Government Summit, aims to visualize the world's development indicators. The visualization presents different seasons, emphasizing various aspects. 

Spring is a time of growth and development. 

Summer is a time of prosperity, yet a few countries face economic hardship. Economic prosperity can also be seen as a sign of success and abundance. However, only some have equal access to these resources, and inequalities can arise when some people have more access to wealth, opportunities, and resources than others. 

Fall is a time of change, as the leaves change color and fall to the ground. It is also a sign of the bounty for fruits.

Winter is a time of preparation for crisis. Addressing the energy and climate crisis may require a collective effort to prepare for the challenges ahead. Snow here is a symbol of the challenges and difficulties that we face as a society. 

In each season, it presents a tree that tells a performance story by visualizing the performance metrics of each sub-region and country. The tree roots present the global performances over the past ten years. The past provides the foundation for the present and future, just like the roots of a tree. 

The sunlight and rain in the sky visualize the buzz of 20 development and 18 innovation frontiers from seven categories. Just as the future holds the potential for growth and development, development and innovation are like the sunlight and rain that provide energy and water for a tree to grow and flourish.

<!--EndFragment-->",https://informationisbeautiful.net/2023/the-winners-of-the-world-dataviz-prize-2023/,liuhuaying-yang/readme
Lou Estey,N/A,Estey,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/lou-estey/image.jpg,,,,['maker'],,,,,,,,,,
Luc Guillemot,"Luc Guillemot is an interaction and visualization engineer at Interactive Things. He holds a PhD in architecture and sciences of the city from the École Polytechnique Fèdèrale de Lausanne and has spent several years as a cartographer at EPFL and UC Berkeley. His work centers around finding technological solutions that bring together purpose, simplicity, and beauty. Guillemot enjoys making users smarter with data by leveraging software engineering to create interactive designs.",Guillemot,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/luc-guillemot/image.jpg,,,,['maker'],,,"Zürich, Switzerland",,,,,,,
Luca Maria Aiello,"Luca Maria Aiello received his PhD in computer science from the University of Turin, Italy, in 2012, and he is currently a senior research scientist in the Social Dynamics group at Nokia Bell Labs in Cambridge, UK. Formerly, he has been a research scientist at Yahoo Labs (Barcelona and London) for 4.5 years, working together with production teams at Flickr, Tumblr, and Yahoo Gemini to build social recommender systems at scale. He conducts interdisciplinary research in computational social science, network science, and urban informatics through quantitative analysis of big data.",Aiello,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/luca-maria-aiello/image.jpg,,,,['maker'],,,"Cambridge, England",,,,,,,
Luciano Kay,"Luciano Kay is postdoctoral scholar with the Center for Nanotechnology in Society at University of California—Santa Barbara (CNS-UCSB). His experience and research interests are in policy research and analysis related with economic development, science and technology (S&T), and innovation policy. His current research focuses on the societal and economic impacts of emerging technologies such as nanotechnology. He is author of Technological Innovation and Prize Incentives (Edward Elgar, 2012) and author/co-author of a number of journal articles, book chapters, and policy reports. He holds a PhD degree in public policy from the Georgia Institute of Technology. More information about Luciano is available at www.kay.com.ar.",Kay,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/luciano-kay/image.jpg,,,,['maker'],,,"Santa Barbara, CA, USA",,,,,,,
Ludmila Pollock,"Ludmila Pollock has been the executive director of Libraries and Archives at the Cold Spring Harbor Laboratory (CSHL) in New York, which is responsible for cutting-edge research in cancer, genetics, bioinformatics, and neurobiology, since 1999. Pollock has been vice president and president of the Medical and Scientific Libraries of Long Island, in 1997 and 1998, respectively, and served on the library advisory committee for the Nature Publishing Group from 2002 to 2005. She is a member of the New York Academy of Sciences, the American Association for the Advancement of Science, the Oral History Association, and the History of Science Society.",Pollock,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/ludmila-pollock/image.jpg,,,,['maker'],,,"Laurel Hollow, NY, USA",,,,,,,
Ludo Waltman,"Ludo Waltman has a background in the fields of computer science and economics. He is currently affiliated to the Centre for Science and Technology Studies at Leiden University in the Netherlands. His present research is in the field of scientometrics, with a special focus on the analysis and visualization of bibliometric networks. Together with Nees Jan van Eck, Ludo has developed the freely available VOSviewer software (www.vosviewer.com) for creating and visualizing bibliometric maps of science.
",Waltman,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/ludo-waltman/image.jpg,,,,['maker'],,,"Leiden, Netherlands",,,,,,,
Luís M. A. Bettencourt,"Luís M. A. Bettencourt is a staff scientist at the Los Alamos National Laboratory, external faculty member of the Santa Fe Institute, and research professor at Arizona State University. His research deals with building new theory and quantitative modeling of social and biological complex systems.
",Bettencourt,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/luis-m-a-bettencourt/image.jpg,,,,['maker'],,,"Los Alamos, NM, USA",,,,,,,
Lutz Bornmann,"Lutz Bornmann works as a sociologist of science at the Division for Science and Innovation Studies in the administrative headquarters of the Max Planck Society in Munich, Germany. Since the late 1990s, he has been working on issues in the promotion of young academics in the sciences and on quality assurance in higher education. His current research interests include research evaluation, peer review, bibliometrics, and altmetrics. Since 2004, he has published more than 200 papers in journals covered by Thomson Reuters’ Web of Science. His citation metrics are available at http://www.researcherid.com/rid/A-3926-2008. Thomson Reuters (http://highlycited.com) lists him among the most highly cited researchers worldwide over the last ten years.",Bornmann,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/lutz-bornmann/image.jpg,,,,['maker'],,,"Munich, Germany",18,2,2019,"Excellence Maps: The new release, including reader impact of science institutions worldwide","Authors: Lutz Bornmann, Rüdiger Mutz, Moritz Stefaner, Felix de Moya Angeon, Robin Haunschild, Mirko Clemente



Link to Macroscope: <https://www.excellencemapping.net/>



Abstract: 

In over five years, we have published several releases of the www.excellencemapping.net tool revealing (clusters of) excellent institutions worldwide based on citation data. With the new release, a completely revised tool has been published. It is not only based on citation data (bibliometrics) but also Mendeley data (altmetrics). Thus, the institutional impact measurement of the tool has been expanded by focusing on additional status groups besides researchers, such as students and librarians. The excellencemapping.net is the first university ranking that includes altmetrics data to visualize the impact of institutional research beyond research itself. For example, the new release facilitates that those institutions worldwide can be identified with the highest impact of research on students. In the new release, the visualization of the data has been completely updated by improving the operability for the user and including new features, such as institutional profile pages.","Recent paper introducing the new release of excellencemapping.net: https://link.springer.com/article/10.1007/s11192-021-04141-4

Related site: <http://www.excellence-networks.net/>",lutz-bornmann/readme; rudiger-mutz/readme; moritz-stefaner/readme; robin-haunschild/readme; mirko-clemente/readme; felix-de-moya-angeon/readme
Lyudmila Balakireva,"Lyudmila Balakireva supports the scientific mission of the Digital Library Research and Prototyping Team at the Los Alamos National Laboratory, and supported the data management and analysis that underpinned the creation of this map.
",Balakireva,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/lyudmila-balakireva/image.jpg,,,,['maker'],,,"Los Alamos, NM, USA",,,,,,,
Maia Gusberti,"Maia Gusberti studies graphic design in Biel and media arts at the University of Applied Arts in Vienna. In 1999, she cofounded the design cooperative re-p.org—an independent unit for research, concepts, experiments, and output in the fields of visual design and art. Since 2007, she has worked as an artist and communications designer in Switzerland. Gusberti has received awards in Net Vision at Prix Ars Electronica (Linz, Austria) and a Premiere Grant from the University of Applied Arts. She has held residencies in Sofia, Bulgaria; Paris, France; and Cairo, Egypt.",Gusberti,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/maia-gusberti/image.jpg,,,,['maker'],,,"Vienna, Austria",,,,,,,
Manuel Lima,N/A,Lima,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/manuel-lima/image.jpg,"{""type"":""Point"",""coordinates"":[-74.0034409458712,40.74168825746213]}",,,['ambassador'],Head of Google Cloud Datavis,Google,"New York, NY, USA",,,,,,,
Marc A. Smith,"Marc A. Smith worked as a sociologist and senior researcher at Microsoft Research, specializing in the social organization of online communities, when he designed this map. He is the coeditor of Communities in Cyberspace (Routledge), a collection of essays exploring the ways identity, interaction, and social order develop in online groups. Smith's research focuses on the ways group dynamics change when they take place in social cyberspaces, and his goal is to visualize these social cyberspaces, mapping and measuring their structures, dynamics, and life cycles. In support of this research, he directed the setup of the Netscan social network analysis infrastructure. Marc received a BS in international area studies from Drexel University in Philadelphia in 1988, an MPhil in social theory from Cambridge University in 1990, and a PhD in sociology from the University of California, Los Angeles, in 2001.",Smith,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/marc-a-smith/image.jpg,,,,['maker'],,,,,,,,,,
Marc Bertin,"Marc Bertin is postdoctoral fellow at CIRST from Université du Québec à Montréal (UQAM) and associate researcher at STIH laboratory, Paris-Sorbonne University. He holds his PhD with the highest level of distinction in mathematics, computer science and applications in humanities from the Paris-Sorbonne University. His current work is related to the application of natural language processing to bibliometrics, such as citation analysis or act of citation. His research interests include bibliometrics, linguistic ontologies, information retrieval, and the application of semantics and cognition to digital libraries. He has also worked on IT solutions for Japanese pharmaceutical companies.
",Bertin,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/marc-bertin/image.jpg,,,,['maker'],,,"Montréal, Canada",,,,,,,
Marc Medith,N/A,Medith,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/marc-medith/image.jpg,,,,['maker'],,,,,,,,,,
Marco Quaggiotto,"Marco Quaggiotto holds a PhD in industrial design and multimedia communication from Politecnico di Milano, Italy—where he is now a researcher and teacher in communication design, working on interaction models for the exploration of geographic and abstract spaces. He also serves as a research scientist at the Complex Networks and Systems Lagrange Laboratory at the Institute for Scientific Interchange in Turin, working on the design of visual interfaces for real-life social and epidemic networks. The aim of his research is to extend the tools of cartography beyond the geographical space and to present the Atlas format as a narrative model able to intervene in complex, heterogeneous, dynamic realities. He developed an interface prototype for the exploration of research resources that allows users to manage bio-bibliographic resources in a shared environment and to access them through different maps and representations.
",Quaggiotto,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/marco-quaggiotto/image.jpg,,,,['maker'],,,"Milano, Italy",,,,,,,
Maria Rosaria D’Esposito,N/A,D’Esposito,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/maria-rosaria-desposito/image.jpg,"{""type"":""Point"",""coordinates"":[14.792062407551883,40.76911700423897]}",,,['ambassador'],Professor,University of Salerno,"Salerno, Italy",,,,,,,
